Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
6/30/21,44187,4704-91390,Farmingdale,Nassau,NY,11735,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,2/25/16,10/24/16,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,REC Solar,REC260PE Z-LINK,17,3934,628,4.42,4517,No,No,No,No,POINT (-73.436991 40.727443)
6/30/21,252231,,East Quogue,Suffolk,NY,11942,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/14/20,4/20/21,Complete,Harvest Power,Enphase Energy Inc.,IQ7-60-x-US [240V],10,"S-Energy Co., Ltd.",SN305M-10(B),10,20800,,3.05,3390,,No,No,Yes,POINT (-72.586036 40.846389)
6/30/21,275541,,Seaford,Nassau,NY,11783,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/9/20,3/3/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,16,23322.24,,5.44,7307,,No,No,Yes,POINT (-73.491332 40.67888)
6/30/21,263215,,Hicksville,Nassau,NY,11801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/14/20,10/26/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-US-& [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,27,33760.03,,9.18,10984,,No,No,Yes,POINT (-73.523021 40.762643)
6/30/21,298841,,Howard Beach,Queens,NY,11414,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/25/21,5/11/21,Complete,Momentum Solar (dba for Pro Custom Solar LLC),Enphase Energy Inc.,IQ7-60-x-US [208V],19,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,19,29070,853,6.46,5758,,No,No,No,POINT (-73.843702 40.660032)
6/30/21,2375,17946-20,Callicoon Center,,NY,12724,Residential,Residential/Small Commercial,ARRA Projects,NYS Electric and Gas,,6/13/11,6/13/11,Complete,Tesla Energy Operations Inc.,Enphase Energy,D380-72-240-S1x,17,Canadian Solar,CS6P-230P,17,,,3.91,4277,,No,No,No,POINT (-74.946085 41.838807)
6/30/21,153101,,Bronx,Bronx,NY,10456,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,9/5/18,5/14/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Trina Solar,TSM-300DD05A.05(II),9,9855,810,2.7,3104,,No,No,No,POINT (-73.908566 40.830652)
6/30/21,293770,,Baldwin,Nassau,NY,11510,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/25/21,6/3/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],20,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,20,29460.8,,7.6,8724,,No,No,Yes,POINT (-73.609748 40.654614)
6/30/21,72562,,Medford,Suffolk,NY,11763,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/24/16,1/12/17,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE 10000A-US (240V),1,LG Electronics,LG300N1K-G4,34,41355,,10.2,9952,,No,No,Yes,POINT (-72.982416 40.822436)
6/30/21,278025,,Brooklyn,New York,NY,11204,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,12/1/20,1/29/21,Complete,Amergy Solar Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,12,33002,768,3.84,4460,,No,No,No,POINT (-73.985272 40.618877)
6/30/21,37196,4704-67403,Bay Shore,Suffolk,NY,11706,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,6/18/15,9/24/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Canadian Solar,CS6P-255PX,11,15708,561,2.81,3648,No,No,No,No,POINT (-73.255404 40.729218)
6/30/21,156157,,N Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/25/18,12/21/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,21,25697.9,,7.46,8657,,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,262017,,Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/11/20,10/5/20,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],28,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,28,33244.92,,9.52,10751,,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,283927,,Levittown,Nassau,NY,11756,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/25/21,4/8/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],20,Hanwha Q CELLS,Q.PEAK DUO ML-G9+ 380,20,30060.8,,7.6,7656,,No,No,Yes,POINT (-73.517198 40.725845)
6/30/21,155482,,JAMAICA,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2/9/19,6/26/19,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US [240V],12,"JA Solar Technology Co, Ltd",JAM60S01-295/PR,12,10168.2,605,3.54,2733,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,110652,,Flushing,Queens,NY,11378,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,1/27/18,2/23/18,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US (240V),1,LG Electronics,LG330N1C-A5,8,15389,718,2.64,2438,,No,No,No,POINT (-73.905137 40.724738)
6/30/21,184026,,Yonkers,Westchester,NY,10703,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/9/19,7/8/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,LG Electronics Inc.,LG330N1C-A5,17,15893,976,5.61,4284,,No,No,No,POINT (-73.880829 40.957068)
6/30/21,307773,,Jamaica,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,5/12/21,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],12,Hanwha Q CELLS,Q.PEAK DUO BLK-G8+ 340,12,15743,816,4.08,4169,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,287325,,Sleepy Hollow,Westchester,NY,10591,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,1/21/21,,Pipeline,,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,34,23233.33,948,11.56,6157,,No,No,No,POINT (-73.855087 41.078061)
6/30/21,254114,,Jamaica,Queens,NY,11421,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,7/24/20,11/3/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],10,LG Electronics Inc.,LG330N1C-A5,10,7946.99,660,3.3,3824,,No,No,No,POINT (-73.856988 40.691687)
6/30/21,233421,,Melville,Nassau,NY,11747,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/30/20,3/25/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7X-96-x-US [240V],23,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA17E,23,24582,,7.59,6408,,No,No,Yes,POINT (-73.408441 40.788271)
6/30/21,295648,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/2/21,,Pipeline,,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,14,50201,952,4.76,4527,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,61351,4944-89617,Hicksville,Nassau,NY,11801,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/4/16,5/24/16,Complete,SunRun Inc.,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,REC Solar,REC275TP,14,12548,578,3.85,4009,No,No,No,No,POINT (-73.523021 40.762643)
6/30/21,245665,,Riverhead,Suffolk,NY,11901,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/1/20,10/22/20,Complete,EmPower Solar,SunPower,SPR-A415-G-AC [240V],25,Sunpower,SPR-A415-G-AC,25,35248.42,,10.38,11213,,No,No,Yes,POINT (-72.64848 40.932807)
6/30/21,2358,17944-19,Harrison,,NY,10528,Residential,Residential/Small Commercial,ARRA Projects,Consolidated Edison,,1/19/11,1/19/11,Complete,Alteris Renewables,SunPower,SPR-6000m (240V),2,SunPower,SPR-230-WHT-U,54,,,12.42,13290,,No,No,No,POINT (-73.72029 40.976412)
6/30/21,2553,1269,Binghamton,,NY,13905,Non-Residential,Residential/Small Commercial,ARRA Projects,NYS Electric and Gas,,12/28/10,12/28/10,Complete,,SMA America,SB5000US (240V),2,SolarWorld,SW240 mono,46,,,11.04,13469,,No,No,No,POINT (-75.93522 42.142291)
6/30/21,263961,,Bronx,Bronx,NY,10473,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,11/18/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],13,LG Electronics Inc.,LG350N1C-V5,13,19565,910,4.55,5230,,No,No,No,POINT (-73.856919 40.819283)
6/30/21,165740,,Holbrook,Suffolk,NY,11741,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/14/18,2/14/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE6000H-US [240V],1,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA16,20,25014,,6.6,7003,,No,No,Yes,POINT (-73.072068 40.797268)
6/30/21,56269,4704-70062,Brentwood,Suffolk,NY,11717,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,7/29/15,11/2/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),2,Trina Solar,TSM-260PD05.18,30,43680,749,7.8,9047,No,No,No,No,POINT (-73.247736 40.78528)
6/30/21,55383,5173-68247,lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,7/1/15,8/4/15,Complete,SunRun Inc.,Power-One,PVI-4.2-OUTD-S-US-A (240V),1,LG Electronics Solar Cell Division,LG305N1C-B3,16,14176,976,4.88,5421,No,No,No,No,POINT (-73.374734 40.690158)
6/30/21,253467,,East Rockaway,Nassau,NY,11518,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/14/20,12/31/20,Complete,EmPower Solar,SunPower,SPR-E20-327-E-AC [240V],18,Sunpower,SPR-E20-327-E-AC,18,20394,,5.89,6677,,No,No,Yes,POINT (-73.667444 40.639907)
6/30/21,63838,4704-96323,Manorville,Suffolk,NY,11949,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,4/19/16,10/10/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Canadian Solar,CS6P-250PX,12,13950,456,3,3028,No,No,No,No,POINT (-72.789301 40.85473)
6/30/21,34907,4704-64299,Hauppauge,Suffolk,NY,11788,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,5/11/15,8/18/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,17,24752,566,4.42,4185,No,No,No,No,POINT (-73.210927 40.817844)
6/30/21,283361,,Bronx,Bronx,NY,10467,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,1/6/21,3/4/21,Complete,Kamtech Restoration Corp,SunPower,SPR-E20-327-E-AC [208V],14,Sunpower,SPR-E20-327-E-AC,14,38582.6,916,4.58,5459,,No,No,No,POINT (-73.870219 40.874901)
6/30/21,78076,,Brooklyn,New York,NY,11212,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2/17/17,9/14/17,Complete,Level Solar,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,CertainTeed,CT290M11-02,19,26883.29,,5.51,6168,,No,No,No,POINT (-73.913254 40.661868)
6/30/21,268095,,Deer Park,Suffolk,NY,11729,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/19/20,1/14/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,33,41183.37,,11.22,13329,,No,No,Yes,POINT (-73.326213 40.761014)
6/30/21,178482,,Queens Village,Queens,NY,11428,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/9/19,7/25/19,Complete,Venture Home Solar LLC,SunPower,SPR-X22-360-D-AC [208V],9,Sunpower,SPR-X22-360-D-AC,9,19213.2,972,3.24,4069,,No,No,No,POINT (-73.742105 40.721391)
6/30/21,278203,,West Babylon,Suffolk,NY,11704,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/14/20,3/10/21,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],40,Hanwha Q CELLS,Q.PEAK DUO-G6 340,40,54000,,13.6,15232,,No,No,Yes,POINT (-73.35823 40.718568)
6/30/21,287470,,Centereach,Suffolk,NY,11720,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/19/21,6/29/21,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],30,REC Solar,REC360AA Black,30,32512,,10.8,12033,,No,No,Yes,POINT (-73.081448 40.871411)
6/30/21,40153,4704-79385,Huntington Station,Suffolk,NY,11746,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,10/29/15,4/15/16,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-255PD05.18,12,17136,428,3.06,3341,No,No,No,No,POINT (-73.364729 40.815715)
6/30/21,65790,4355-0362-Financing,North Babylon,Suffolk,NY,11703,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,8/18/16,12/5/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG365N2W-B3,14,17894,,5.11,6118,No,No,No,Yes,POINT (-73.323802 40.733915)
6/30/21,212547,,Saranac Lake,Franklin,NY,12983,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,10/16/19,1/30/20,Complete,"Apex Solar Power, LLC",SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Trina Solar,TSM-305DD05H.05(II),12,176,705,3.66,2487,,No,No,No,POINT (-74.210823 44.33657)
6/30/21,47587,4704-82314,Brentwood,Suffolk,NY,11717,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,11/30/15,8/1/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-255PD05.18,18,25795.8,918,4.59,5969,No,No,No,No,POINT (-73.247736 40.78528)
6/30/21,260182,,Brooklyn,Kings,NY,11218,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/1/20,2/2/21,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,14,44186,896,4.48,5203,,No,No,No,POINT (-73.976298 40.643629)
6/30/21,192680,,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/18/19,10/8/19,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],22,"S-Energy Co., Ltd.",SN360M-10,22,30458.83,,7.92,8744,,No,No,Yes,POINT (-73.460296 40.682417)
6/30/21,212574,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/18/19,10/4/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [240V],8,LG Electronics Inc.,LG335N1C-A5,8,15410,804,2.68,3438,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,78134,,Brooklyn,Kings,NY,11212,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,4/12/17,7/7/17,Complete,Level Solar,SolarEdge Technologies,SE5000 (208V) w/ -ER-US or A-US,1,LG Electronics,LG315N1C-G4,8,12295.08,746,2.52,2501,,No,No,No,POINT (-73.913254 40.661868)
6/30/21,266160,,Bronx,Bronx,NY,10469,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/28/20,1/20/21,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,14,49725,896,4.48,4843,,No,No,No,POINT (-73.847397 40.86878)
6/30/21,7539,4704-63511,West Hempstead,Nassau,NY,11552,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,4/28/15,7/10/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.6-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,16,23296,832,4.16,5221,No,No,No,No,POINT (-73.653385 40.693979)
6/30/21,38579,4704-69038,Long Beach,Nassau,NY,11561,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,7/14/15,8/25/15,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.xy2,14,20384,728,3.64,4763,No,No,No,No,POINT (-73.660291 40.588332)
6/30/21,249074,,Bronx,Bronx,NY,10469,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,6/5/20,10/19/20,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,LG Electronics Inc.,LG350N1C-V5,14,15778,608,4.9,4157,,No,No,No,POINT (-73.847397 40.86878)
6/30/21,166913,,Long Beach,Nassau,NY,11561,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/17/18,2/14/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE5000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,15,19710,,5.4,6826,,No,No,Yes,POINT (-73.660291 40.588332)
6/30/21,58890,4704-79301,Copiague,Suffolk,NY,11726,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,10/29/15,4/1/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,17,24752,504,4.42,6045,No,No,No,No,POINT (-73.396371 40.680225)
6/30/21,158103,,Wantagh,Nassau,NY,11793,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/10/18,1/8/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,33,38904.5,,11.72,13356,,No,No,Yes,POINT (-73.510289 40.683611)
6/30/21,10697,4355-0360-Financing,Rocky Point,Suffolk,NY,11778,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,8/18/16,12/1/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG315N1C-G4,16,20235,,5.04,4540,No,No,No,Yes,POINT (-72.933657 40.953638)
6/30/21,51289,4355-0100-Financing,Lake Ronkonkoma,Suffolk,NY,11779,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,6/3/16,9/29/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,SunPower,SPR-X21-345,14,20639,,4.83,5864,No,No,No,Yes,POINT (-73.116858 40.815879)
6/30/21,289588,,Queens,Queens,NY,11421,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2/5/21,3/25/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],12,LG Electronics Inc.,LG355N1C-N5,12,17296,562,4.26,3797,,No,No,No,POINT (-73.856988 40.691687)
6/30/21,223037,,Springfield Gardens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/23/19,2/6/20,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,REC Solar,REC290TP2 BLK,9,6738,783,2.61,2490,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,263791,,Brooklyn,Kings,NY,11233,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/19/20,1/28/21,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],14,"S-Energy Co., Ltd.",SN310M-10T,14,38232,868,4.34,4460,,No,No,No,POINT (-73.919096 40.67783)
6/30/21,307707,,Coram,Suffolk,NY,11727,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/20/21,6/22/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,27,47406.79,,10.26,10145,,No,No,Yes,POINT (-73.005151 40.884363)
6/30/21,274958,,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/16/20,2/1/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],29,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,29,35477.81,,9.86,13381,,No,No,Yes,POINT (-73.374734 40.690158)
6/30/21,209005,,Bronx,Bronx,NY,10453,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/21/19,9/17/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],8,LG Electronics Inc.,LG335N1C-A5,8,11416.8,804,2.68,3117,,No,No,No,POINT (-73.91222 40.852346)
6/30/21,304013,,Oakland Gardens,Queens,NY,11364,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/3/21,6/21/21,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-E-AC [240V],7,Sunpower,SPR-X22-360-E-AC,7,12306,504,2.52,3069,,No,No,No,POINT (-73.760292 40.746405)
6/30/21,131960,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,7/18/18,9/21/18,Complete,SunRun Inc.,"Ningbo Ginlong Technologies Co.,Ltd.",Solis-1P3K-4G-US [240V],1,LG Electronics Inc.,LG330N1C-A5,11,15258,860,3.63,3873,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,297952,,Staten Island,Richmond,NY,10308,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,4/2/21,,Pipeline,,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],19,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,19,57145,891,6.46,5966,,No,No,No,POINT (-74.150769 40.551772)
6/30/21,91721,,Bardonia,Rockland,NY,10954,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Power Purchase Agreement,10/11/17,11/2/17,Complete,Vivint Solar Development LLC,Enphase Energy,M215-60-2LL-S2x-IG (240V),17,Hanwha Q CELLS,Q.PEAK BLK-G4.1 290,17,24553.5,828,4.93,3110,,No,No,No,POINT (-74.012827 41.100807)
6/30/21,204917,,Queens,Queens,NY,11433,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,7/30/19,8/30/19,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],7,LG Electronics Inc.,LG335N1C-A5,7,9755.2,471,2.35,2122,,No,No,No,POINT (-73.787795 40.697789)
6/30/21,276086,,Jamaica,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,11/17/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],9,LG Electronics Inc.,LG350N1C-V5,9,17017,630,3.15,3020,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,42093,4704-73365,Valley Stream,Nassau,NY,11580,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,9/17/15,3/14/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,15,21840,593,3.9,5153,No,No,No,No,POINT (-73.704051 40.674737)
6/30/21,56940,4704-72177,Rocky Point,Suffolk,NY,11778,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,9/2/15,1/12/16,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,Hanwha Q-Cells,Q.PRO-G4/SC 260,20,29120,541,5.2,5528,No,No,No,No,POINT (-72.933657 40.953638)
6/30/21,10485,4355-0155-Financing,Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,6/24/16,9/22/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,SunPower,SPR-X21-345,15,22679,,5.18,5680,No,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,2650,2155,Delhi,,NY,13753,Non-Residential,Residential/Small Commercial,ARRA Projects,NYS Electric and Gas,,10/11/11,10/11/11,Complete,,Solectria Renewables,PVI13kW-208,2,Sharp,ND-224UCJ,100,,,22.4,27700,,No,No,No,POINT (-74.925803 42.303271)
6/30/21,50307,5159-90349,East Patchogue,Suffolk,NY,11772,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,3/7/16,10/16/16,Complete,Level Solar,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG285S1C-G4,20,27810.3,855,5.7,6283,No,No,No,No,POINT (-72.995552 40.76922)
6/30/21,274939,,Queens,Queens,NY,11436,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/12/20,1/19/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,LG Electronics Inc.,LG345N1C-V5,11,8333,759,3.8,3895,,No,No,No,POINT (-73.796836 40.675692)
